,NRO,AGRUPACION POLITICA,PRESIDENTE Y VICE,DIPUTADO NACIONAL,GOBERNADOR PROVINCIAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
29,,TOTAL FRENTE PATRIOTA,0.0,0.0,0.0,0.0,,54,ELECCIONES PASO 11/08/2019,638
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,54,ELECCIONES PASO 11/08/2019,638
31,133,LISTA-UNIDAD,9.0,9.0,9.0,9.0,7.0,54,ELECCIONES PASO 11/08/2019,638
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,9.0,9.0,9.0,9.0,7.0,54,ELECCIONES PASO 11/08/2019,638
33,135,JUNTOS POR EL CAMBIO,,,,,,54,ELECCIONES PASO 11/08/2019,638
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,157.0,162.0,,,,54,ELECCIONES PASO 11/08/2019,638
35,135,LISTA 1A-AMARILLO,,,169.0,156.0,115.0,54,ELECCIONES PASO 11/08/2019,638
36,,TOTAL JUNTOS POR EL CAMBIO,157.0,162.0,169.0,156.0,115.0,54,ELECCIONES PASO 11/08/2019,638
37,136/503,FRENTE DE TODOS,,,,,,54,ELECCIONES PASO 11/08/2019,638
38,136/503,LISTA A CELESTE Y BLANCA,87.0,89.0,,,,54,ELECCIONES PASO 11/08/2019,638
39,136/503,LISTA CELESTE Y BLANCA-2,,,86.0,89.0,144.0,54,ELECCIONES PASO 11/08/2019,638
40,,TOTAL FRENTE DE TODOS,87.0,89.0,86.0,89.0,144.0,54,ELECCIONES PASO 11/08/2019,638
41,137,CONSENSO FEDERAL,,,,,,54,ELECCIONES PASO 11/08/2019,638
42,137,A-CONSENSO PARA EL FUTURO,20.0,18.0,,,,54,ELECCIONES PASO 11/08/2019,638
43,137,HAY CONSENSO,,,16.0,19.0,8.0,54,ELECCIONES PASO 11/08/2019,638
44,,TOTAL CONSENSO FEDERAL,20.0,18.0,16.0,19.0,8.0,54,ELECCIONES PASO 11/08/2019,638
45,207,PARTIDO HUMANISTA,,,,,,54,ELECCIONES PASO 11/08/2019,638
46,207,LISTA A-NARANJA,,0.0,,,,54,ELECCIONES PASO 11/08/2019,638
47,,TOTAL PARTIDO HUMANISTA,,0.0,,,,54,ELECCIONES PASO 11/08/2019,638
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,54,ELECCIONES PASO 11/08/2019,638
49,244,LISTA LEALTAD,,,,0.0,,54,ELECCIONES PASO 11/08/2019,638
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,54,ELECCIONES PASO 11/08/2019,638
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,54,ELECCIONES PASO 11/08/2019,638
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,54,ELECCIONES PASO 11/08/2019,638
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,54,ELECCIONES PASO 11/08/2019,638
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,54,ELECCIONES PASO 11/08/2019,638
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,54,ELECCIONES PASO 11/08/2019,638
56,314,LISTA A CELESTE Y BLANCO,,0.0,,,,54,ELECCIONES PASO 11/08/2019,638
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,0.0,,,,54,ELECCIONES PASO 11/08/2019,638
58,315,MORAL Y PROGRESO,,,,,,54,ELECCIONES PASO 11/08/2019,638
59,315,LISTA ESPERANZA,,1.0,,,,54,ELECCIONES PASO 11/08/2019,638
60,,TOTAL MORAL Y PROGRESO,,1.0,,,,54,ELECCIONES PASO 11/08/2019,638
61,,VOTOS NULOS,2.0,1.0,1.0,1.0,1.0,54,ELECCIONES PASO 11/08/2019,638
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,54,ELECCIONES PASO 11/08/2019,638
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,54,ELECCIONES PASO 11/08/2019,638
64,,VOTOS EN BLANCO,6.0,9.0,6.0,13.0,15.0,54,ELECCIONES PASO 11/08/2019,638
65,,TOTALES,291.0,291.0,291.0,291.0,291.0,54,ELECCIONES PASO 11/08/2019,638
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,55,ELECCIONES PASO 11/08/2019,638
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,3.0,,,,,55,ELECCIONES PASO 11/08/2019,638
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,3.0,,,,,55,ELECCIONES PASO 11/08/2019,638
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,55,ELECCIONES PASO 11/08/2019,638
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,2.0,1.0,1.0,,55,ELECCIONES PASO 11/08/2019,638
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,2.0,1.0,1.0,,55,ELECCIONES PASO 11/08/2019,638
6,36,PARTIDO AUTONOMISTA,,,,,,55,ELECCIONES PASO 11/08/2019,638
7,36,VALORES Y EXPERIENCIA,0.0,,,,,55,ELECCIONES PASO 11/08/2019,638
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,55,ELECCIONES PASO 11/08/2019,638
9,57,MOVIMIENTO ACCION VECINAL,,,,,,55,ELECCIONES PASO 11/08/2019,638
10,57,COMPROMISO VECINAL-A,0.0,,,,,55,ELECCIONES PASO 11/08/2019,638
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,55,ELECCIONES PASO 11/08/2019,638
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,55,ELECCIONES PASO 11/08/2019,638
13,79,SOMOS RENOVADORES,,0.0,,0.0,,55,ELECCIONES PASO 11/08/2019,638
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,0.0,,0.0,,55,ELECCIONES PASO 11/08/2019,638
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,55,ELECCIONES PASO 11/08/2019,638
16,87,LISTA A-DESPERTAR,5.0,,,,,55,ELECCIONES PASO 11/08/2019,638
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,5.0,,,,,55,ELECCIONES PASO 11/08/2019,638
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,55,ELECCIONES PASO 11/08/2019,638
19,88/816,LISTA 1A-POR LA VIDA,,0.0,0.0,0.0,0.0,55,ELECCIONES PASO 11/08/2019,638
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,0.0,0.0,0.0,0.0,55,ELECCIONES PASO 11/08/2019,638
21,131/1911,FRENTE NOS,,,,,,55,ELECCIONES PASO 11/08/2019,638
22,131/1911,LISTA A-CELESTE 2019,2.0,,,,,55,ELECCIONES PASO 11/08/2019,638
23,131/1911,LINEA UNICA,,,1.0,0.0,,55,ELECCIONES PASO 11/08/2019,638
24,,TOTAL FRENTE NOS,2.0,,1.0,0.0,,55,ELECCIONES PASO 11/08/2019,638
25,132,FRENTE PATRIOTA,,,,,,55,ELECCIONES PASO 11/08/2019,638
26,132/,LISTA A-CELESTE,0.0,,,,,55,ELECCIONES PASO 11/08/2019,638
27,312/,LISTA CELESTE,,0.0,,,,55,ELECCIONES PASO 11/08/2019,638
28,865,LISTA LEALTAD,,,0.0,0.0,,55,ELECCIONES PASO 11/08/2019,638
29,,TOTAL FRENTE PATRIOTA,0.0,0.0,0.0,0.0,,55,ELECCIONES PASO 11/08/2019,638
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,55,ELECCIONES PASO 11/08/2019,638
31,133,LISTA-UNIDAD,11.0,15.0,13.0,14.0,8.0,55,ELECCIONES PASO 11/08/2019,638
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,11.0,15.0,13.0,14.0,8.0,55,ELECCIONES PASO 11/08/2019,638
33,135,JUNTOS POR EL CAMBIO,,,,,,55,ELECCIONES PASO 11/08/2019,638
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,97.0,98.0,,,,55,ELECCIONES PASO 11/08/2019,638
35,135,LISTA 1A-AMARILLO,,,108.0,102.0,71.0,55,ELECCIONES PASO 11/08/2019,638
36,,TOTAL JUNTOS POR EL CAMBIO,97.0,98.0,108.0,102.0,71.0,55,ELECCIONES PASO 11/08/2019,638
37,136/503,FRENTE DE TODOS,,,,,,55,ELECCIONES PASO 11/08/2019,638
38,136/503,LISTA A CELESTE Y BLANCA,112.0,109.0,,,,55,ELECCIONES PASO 11/08/2019,638
39,136/503,LISTA CELESTE Y BLANCA-2,,,110.0,108.0,153.0,55,ELECCIONES PASO 11/08/2019,638
40,,TOTAL FRENTE DE TODOS,112.0,109.0,110.0,108.0,153.0,55,ELECCIONES PASO 11/08/2019,638
41,137,CONSENSO FEDERAL,,,,,,55,ELECCIONES PASO 11/08/2019,638
42,137,A-CONSENSO PARA EL FUTURO,31.0,28.0,,,,55,ELECCIONES PASO 11/08/2019,638
43,137,HAY CONSENSO,,,25.0,25.0,24.0,55,ELECCIONES PASO 11/08/2019,638
44,,TOTAL CONSENSO FEDERAL,31.0,28.0,25.0,25.0,24.0,55,ELECCIONES PASO 11/08/2019,638
45,207,PARTIDO HUMANISTA,,,,,,55,ELECCIONES PASO 11/08/2019,638
46,207,LISTA A-NARANJA,,0.0,,,,55,ELECCIONES PASO 11/08/2019,638
47,,TOTAL PARTIDO HUMANISTA,,0.0,,,,55,ELECCIONES PASO 11/08/2019,638
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,55,ELECCIONES PASO 11/08/2019,638
49,244,LISTA LEALTAD,,,,0.0,,55,ELECCIONES PASO 11/08/2019,638
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,55,ELECCIONES PASO 11/08/2019,638
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,55,ELECCIONES PASO 11/08/2019,638
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,55,ELECCIONES PASO 11/08/2019,638
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,55,ELECCIONES PASO 11/08/2019,638
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,55,ELECCIONES PASO 11/08/2019,638
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,55,ELECCIONES PASO 11/08/2019,638
56,314,LISTA A CELESTE Y BLANCO,,1.0,,,,55,ELECCIONES PASO 11/08/2019,638
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,1.0,,,,55,ELECCIONES PASO 11/08/2019,638
58,315,MORAL Y PROGRESO,,,,,,55,ELECCIONES PASO 11/08/2019,638
59,315,LISTA ESPERANZA,,0.0,,,,55,ELECCIONES PASO 11/08/2019,638
60,,TOTAL MORAL Y PROGRESO,,0.0,,,,55,ELECCIONES PASO 11/08/2019,638
61,,VOTOS NULOS,0.0,0.0,1.0,1.0,0.0,55,ELECCIONES PASO 11/08/2019,638
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,55,ELECCIONES PASO 11/08/2019,638
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,55,ELECCIONES PASO 11/08/2019,638
64,,VOTOS EN BLANCO,7.0,15.0,9.0,17.0,12.0,55,ELECCIONES PASO 11/08/2019,638
65,,TOTALES,268.0,268.0,268.0,268.0,268.0,55,ELECCIONES PASO 11/08/2019,638
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,56,ELECCIONES PASO 11/08/2019,638
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,0.0,,,,,56,ELECCIONES PASO 11/08/2019,638
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,0.0,,,,,56,ELECCIONES PASO 11/08/2019,638
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,56,ELECCIONES PASO 11/08/2019,638
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,0.0,0.0,0.0,,56,ELECCIONES PASO 11/08/2019,638
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,0.0,0.0,0.0,,56,ELECCIONES PASO 11/08/2019,638
6,36,PARTIDO AUTONOMISTA,,,,,,56,ELECCIONES PASO 11/08/2019,638
7,36,VALORES Y EXPERIENCIA,0.0,,,,,56,ELECCIONES PASO 11/08/2019,638
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,56,ELECCIONES PASO 11/08/2019,638
9,57,MOVIMIENTO ACCION VECINAL,,,,,,56,ELECCIONES PASO 11/08/2019,638
10,57,COMPROMISO VECINAL-A,0.0,,,,,56,ELECCIONES PASO 11/08/2019,638
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,56,ELECCIONES PASO 11/08/2019,638
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,56,ELECCIONES PASO 11/08/2019,638
13,79,SOMOS RENOVADORES,,0.0,,0.0,,56,ELECCIONES PASO 11/08/2019,638
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,0.0,,0.0,,56,ELECCIONES PASO 11/08/2019,638
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,56,ELECCIONES PASO 11/08/2019,638
16,87,LISTA A-DESPERTAR,6.0,,,,,56,ELECCIONES PASO 11/08/2019,638
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,6.0,,,,,56,ELECCIONES PASO 11/08/2019,638
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,56,ELECCIONES PASO 11/08/2019,638
19,88/816,LISTA 1A-POR LA VIDA,,0.0,0.0,0.0,0.0,56,ELECCIONES PASO 11/08/2019,638
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,0.0,0.0,0.0,0.0,56,ELECCIONES PASO 11/08/2019,638
21,131/1911,FRENTE NOS,,,,,,56,ELECCIONES PASO 11/08/2019,638
22,131/1911,LISTA A-CELESTE 2019,3.0,,,,,56,ELECCIONES PASO 11/08/2019,638
23,131/1911,LINEA UNICA,,,3.0,5.0,,56,ELECCIONES PASO 11/08/2019,638
24,,TOTAL FRENTE NOS,3.0,,3.0,5.0,,56,ELECCIONES PASO 11/08/2019,638
25,132,FRENTE PATRIOTA,,,,,,56,ELECCIONES PASO 11/08/2019,638
26,132/,LISTA A-CELESTE,2.0,,,,,56,ELECCIONES PASO 11/08/2019,638
27,312/,LISTA CELESTE,,2.0,,,,56,ELECCIONES PASO 11/08/2019,638
28,865,LISTA LEALTAD,,,1.0,1.0,,56,ELECCIONES PASO 11/08/2019,638
29,,TOTAL FRENTE PATRIOTA,2.0,2.0,1.0,1.0,,56,ELECCIONES PASO 11/08/2019,638
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,56,ELECCIONES PASO 11/08/2019,638
31,133,LISTA-UNIDAD,9.0,10.0,7.0,7.0,6.0,56,ELECCIONES PASO 11/08/2019,638
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,9.0,10.0,7.0,7.0,6.0,56,ELECCIONES PASO 11/08/2019,638
33,135,JUNTOS POR EL CAMBIO,,,,,,56,ELECCIONES PASO 11/08/2019,638
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,121.0,123.0,,,,56,ELECCIONES PASO 11/08/2019,638
35,135,LISTA 1A-AMARILLO,,,133.0,123.0,88.0,56,ELECCIONES PASO 11/08/2019,638
36,,TOTAL JUNTOS POR EL CAMBIO,121.0,123.0,133.0,123.0,88.0,56,ELECCIONES PASO 11/08/2019,638
37,136/503,FRENTE DE TODOS,,,,,,56,ELECCIONES PASO 11/08/2019,638
38,136/503,LISTA A CELESTE Y BLANCA,92.0,91.0,,,,56,ELECCIONES PASO 11/08/2019,638
39,136/503,LISTA CELESTE Y BLANCA-2,,,91.0,92.0,143.0,56,ELECCIONES PASO 11/08/2019,638
40,,TOTAL FRENTE DE TODOS,92.0,91.0,91.0,92.0,143.0,56,ELECCIONES PASO 11/08/2019,638
41,137,CONSENSO FEDERAL,,,,,,56,ELECCIONES PASO 11/08/2019,638
42,137,A-CONSENSO PARA EL FUTURO,23.0,21.0,,,,56,ELECCIONES PASO 11/08/2019,638
43,137,HAY CONSENSO,,,15.0,17.0,12.0,56,ELECCIONES PASO 11/08/2019,638
44,,TOTAL CONSENSO FEDERAL,23.0,21.0,15.0,17.0,12.0,56,ELECCIONES PASO 11/08/2019,638
45,207,PARTIDO HUMANISTA,,,,,,56,ELECCIONES PASO 11/08/2019,638
46,207,LISTA A-NARANJA,,0.0,,,,56,ELECCIONES PASO 11/08/2019,638
47,,TOTAL PARTIDO HUMANISTA,,0.0,,,,56,ELECCIONES PASO 11/08/2019,638
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,56,ELECCIONES PASO 11/08/2019,638
49,244,LISTA LEALTAD,,,,0.0,,56,ELECCIONES PASO 11/08/2019,638
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,56,ELECCIONES PASO 11/08/2019,638
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,56,ELECCIONES PASO 11/08/2019,638
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,56,ELECCIONES PASO 11/08/2019,638
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,56,ELECCIONES PASO 11/08/2019,638
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,56,ELECCIONES PASO 11/08/2019,638
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,56,ELECCIONES PASO 11/08/2019,638
56,314,LISTA A CELESTE Y BLANCO,,0.0,,,,56,ELECCIONES PASO 11/08/2019,638
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,0.0,,,,56,ELECCIONES PASO 11/08/2019,638
58,315,MORAL Y PROGRESO,,,,,,56,ELECCIONES PASO 11/08/2019,638
59,315,LISTA ESPERANZA,,0.0,,,,56,ELECCIONES PASO 11/08/2019,638
60,,TOTAL MORAL Y PROGRESO,,0.0,,,,56,ELECCIONES PASO 11/08/2019,638
61,,VOTOS NULOS,1.0,1.0,1.0,1.0,1.0,56,ELECCIONES PASO 11/08/2019,638
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,56,ELECCIONES PASO 11/08/2019,638
63,,VOTOS IMPUGNADOS,2.0,2.0,2.0,2.0,2.0,56,ELECCIONES PASO 11/08/2019,638
64,,VOTOS EN BLANCO,8.0,17.0,14.0,19.0,15.0,56,ELECCIONES PASO 11/08/2019,638
65,,TOTALES,267.0,267.0,267.0,267.0,267.0,56,ELECCIONES PASO 11/08/2019,638
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,57,ELECCIONES PASO 11/08/2019,638
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,2.0,,,,,57,ELECCIONES PASO 11/08/2019,638
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,2.0,,,,,57,ELECCIONES PASO 11/08/2019,638
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,57,ELECCIONES PASO 11/08/2019,638
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,1.0,1.0,0.0,,57,ELECCIONES PASO 11/08/2019,638
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,1.0,1.0,0.0,,57,ELECCIONES PASO 11/08/2019,638
6,36,PARTIDO AUTONOMISTA,,,,,,57,ELECCIONES PASO 11/08/2019,638
7,36,VALORES Y EXPERIENCIA,0.0,,,,,57,ELECCIONES PASO 11/08/2019,638
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,57,ELECCIONES PASO 11/08/2019,638
9,57,MOVIMIENTO ACCION VECINAL,,,,,,57,ELECCIONES PASO 11/08/2019,638
10,57,COMPROMISO VECINAL-A,0.0,,,,,57,ELECCIONES PASO 11/08/2019,638
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,57,ELECCIONES PASO 11/08/2019,638
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,57,ELECCIONES PASO 11/08/2019,638
13,79,SOMOS RENOVADORES,,0.0,,0.0,,57,ELECCIONES PASO 11/08/2019,638
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,0.0,,0.0,,57,ELECCIONES PASO 11/08/2019,638
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,57,ELECCIONES PASO 11/08/2019,638
16,87,LISTA A-DESPERTAR,3.0,,,,,57,ELECCIONES PASO 11/08/2019,638
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,3.0,,,,,57,ELECCIONES PASO 11/08/2019,638
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,57,ELECCIONES PASO 11/08/2019,638
19,88/816,LISTA 1A-POR LA VIDA,,0.0,0.0,0.0,0.0,57,ELECCIONES PASO 11/08/2019,638
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,0.0,0.0,0.0,0.0,57,ELECCIONES PASO 11/08/2019,638
21,131/1911,FRENTE NOS,,,,,,57,ELECCIONES PASO 11/08/2019,638
22,131/1911,LISTA A-CELESTE 2019,3.0,,,,,57,ELECCIONES PASO 11/08/2019,638
23,131/1911,LINEA UNICA,,,0.0,0.0,,57,ELECCIONES PASO 11/08/2019,638
24,,TOTAL FRENTE NOS,3.0,,0.0,0.0,,57,ELECCIONES PASO 11/08/2019,638
25,132,FRENTE PATRIOTA,,,,,,57,ELECCIONES PASO 11/08/2019,638
26,132/,LISTA A-CELESTE,2.0,,,,,57,ELECCIONES PASO 11/08/2019,638
27,312/,LISTA CELESTE,,1.0,,,,57,ELECCIONES PASO 11/08/2019,638
28,865,LISTA LEALTAD,,,1.0,1.0,,57,ELECCIONES PASO 11/08/2019,638
29,,TOTAL FRENTE PATRIOTA,2.0,1.0,1.0,1.0,,57,ELECCIONES PASO 11/08/2019,638
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,57,ELECCIONES PASO 11/08/2019,638
31,133,LISTA-UNIDAD,12.0,16.0,12.0,15.0,11.0,57,ELECCIONES PASO 11/08/2019,638
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,12.0,16.0,12.0,15.0,11.0,57,ELECCIONES PASO 11/08/2019,638
33,135,JUNTOS POR EL CAMBIO,,,,,,57,ELECCIONES PASO 11/08/2019,638
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,139.0,140.0,,,,57,ELECCIONES PASO 11/08/2019,638
35,135,LISTA 1A-AMARILLO,,,145.0,139.0,100.0,57,ELECCIONES PASO 11/08/2019,638
36,,TOTAL JUNTOS POR EL CAMBIO,139.0,140.0,145.0,139.0,100.0,57,ELECCIONES PASO 11/08/2019,638
37,136/503,FRENTE DE TODOS,,,,,,57,ELECCIONES PASO 11/08/2019,638
38,136/503,LISTA A CELESTE Y BLANCA,88.0,84.0,,,,57,ELECCIONES PASO 11/08/2019,638
39,136/503,LISTA CELESTE Y BLANCA-2,,,87.0,85.0,134.0,57,ELECCIONES PASO 11/08/2019,638
40,,TOTAL FRENTE DE TODOS,88.0,84.0,87.0,85.0,134.0,57,ELECCIONES PASO 11/08/2019,638
41,137,CONSENSO FEDERAL,,,,,,57,ELECCIONES PASO 11/08/2019,638
42,137,A-CONSENSO PARA EL FUTURO,17.0,17.0,,,,57,ELECCIONES PASO 11/08/2019,638
43,137,HAY CONSENSO,,,14.0,15.0,12.0,57,ELECCIONES PASO 11/08/2019,638
44,,TOTAL CONSENSO FEDERAL,17.0,17.0,14.0,15.0,12.0,57,ELECCIONES PASO 11/08/2019,638
45,207,PARTIDO HUMANISTA,,,,,,57,ELECCIONES PASO 11/08/2019,638
46,207,LISTA A-NARANJA,,0.0,,,,57,ELECCIONES PASO 11/08/2019,638
47,,TOTAL PARTIDO HUMANISTA,,0.0,,,,57,ELECCIONES PASO 11/08/2019,638
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,57,ELECCIONES PASO 11/08/2019,638
49,244,LISTA LEALTAD,,,,0.0,,57,ELECCIONES PASO 11/08/2019,638
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,57,ELECCIONES PASO 11/08/2019,638
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,57,ELECCIONES PASO 11/08/2019,638
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,57,ELECCIONES PASO 11/08/2019,638
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,57,ELECCIONES PASO 11/08/2019,638
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,57,ELECCIONES PASO 11/08/2019,638
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,57,ELECCIONES PASO 11/08/2019,638
56,314,LISTA A CELESTE Y BLANCO,,0.0,,,,57,ELECCIONES PASO 11/08/2019,638
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,0.0,,,,57,ELECCIONES PASO 11/08/2019,638
58,315,MORAL Y PROGRESO,,,,,,57,ELECCIONES PASO 11/08/2019,638
59,315,LISTA ESPERANZA,,0.0,,,,57,ELECCIONES PASO 11/08/2019,638
60,,TOTAL MORAL Y PROGRESO,,0.0,,,,57,ELECCIONES PASO 11/08/2019,638
61,,VOTOS NULOS,0.0,0.0,0.0,0.0,0.0,57,ELECCIONES PASO 11/08/2019,638
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,57,ELECCIONES PASO 11/08/2019,638
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,57,ELECCIONES PASO 11/08/2019,638
64,,VOTOS EN BLANCO,6.0,13.0,12.0,17.0,15.0,57,ELECCIONES PASO 11/08/2019,638
65,,TOTALES,272.0,272.0,272.0,272.0,272.0,57,ELECCIONES PASO 11/08/2019,638
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,58,ELECCIONES PASO 11/08/2019,638
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,2.0,,,,,58,ELECCIONES PASO 11/08/2019,638
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,2.0,,,,,58,ELECCIONES PASO 11/08/2019,638
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,58,ELECCIONES PASO 11/08/2019,638
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,1.0,1.0,1.0,,58,ELECCIONES PASO 11/08/2019,638
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,1.0,1.0,1.0,,58,ELECCIONES PASO 11/08/2019,638
6,36,PARTIDO AUTONOMISTA,,,,,,58,ELECCIONES PASO 11/08/2019,638
7,36,VALORES Y EXPERIENCIA,1.0,,,,,58,ELECCIONES PASO 11/08/2019,638
8,,TOTAL PARTIDO AUTONOMISTA,1.0,,,,,58,ELECCIONES PASO 11/08/2019,638
9,57,MOVIMIENTO ACCION VECINAL,,,,,,58,ELECCIONES PASO 11/08/2019,638
10,57,COMPROMISO VECINAL-A,0.0,,,,,58,ELECCIONES PASO 11/08/2019,638
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,58,ELECCIONES PASO 11/08/2019,638
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,58,ELECCIONES PASO 11/08/2019,638
13,79,SOMOS RENOVADORES,,1.0,,1.0,,58,ELECCIONES PASO 11/08/2019,638
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,1.0,,1.0,,58,ELECCIONES PASO 11/08/2019,638
