,NRO,AGRUPACION POLITICA,PRESIDENTE Y VICE,PARLAMENTARIO MERCOSUR (DN),mesa,eleciones,circuito
7,,VOTOS NULOS,2,1,147,ELECCIONES GENERALES 25/10/2015,643
8,,VOTOS RECURRIDOS,0,0,147,ELECCIONES GENERALES 25/10/2015,643
9,,VOTOS IMPUGNADOS,0,0,147,ELECCIONES GENERALES 25/10/2015,643
10,,TOTALES,286,286,147,ELECCIONES GENERALES 25/10/2015,643
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,79,73,148,ELECCIONES GENERALES 25/10/2015,643
1,132.0,ALIANZA PROGRESISTAS,2,2,148,ELECCIONES GENERALES 25/10/2015,643
2,133.0,ALIANZA COMPROMISO FEDERAL,6,5,148,ELECCIONES GENERALES 25/10/2015,643
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,38,37,148,ELECCIONES GENERALES 25/10/2015,643
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,12,12,148,ELECCIONES GENERALES 25/10/2015,643
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,43,40,148,ELECCIONES GENERALES 25/10/2015,643
6,,VOTOS EN BLANCO,9,20,148,ELECCIONES GENERALES 25/10/2015,643
7,,VOTOS NULOS,2,2,148,ELECCIONES GENERALES 25/10/2015,643
8,,VOTOS RECURRIDOS,0,0,148,ELECCIONES GENERALES 25/10/2015,643
9,,VOTOS IMPUGNADOS,0,0,148,ELECCIONES GENERALES 25/10/2015,643
10,,TOTALES,191,191,148,ELECCIONES GENERALES 25/10/2015,643
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,96,94,149,ELECCIONES GENERALES 25/10/2015,644
1,132.0,ALIANZA PROGRESISTAS,4,4,149,ELECCIONES GENERALES 25/10/2015,644
2,133.0,ALIANZA COMPROMISO FEDERAL,4,4,149,ELECCIONES GENERALES 25/10/2015,644
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,87,73,149,ELECCIONES GENERALES 25/10/2015,644
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,5,6,149,ELECCIONES GENERALES 25/10/2015,644
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,63,58,149,ELECCIONES GENERALES 25/10/2015,644
6,,VOTOS EN BLANCO,15,38,149,ELECCIONES GENERALES 25/10/2015,644
7,,VOTOS NULOS,0,0,149,ELECCIONES GENERALES 25/10/2015,644
8,,VOTOS RECURRIDOS,3,0,149,ELECCIONES GENERALES 25/10/2015,644
9,,VOTOS IMPUGNADOS,0,0,149,ELECCIONES GENERALES 25/10/2015,644
10,,TOTALES,277,277,149,ELECCIONES GENERALES 25/10/2015,644
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,91,92,150,ELECCIONES GENERALES 25/10/2015,644
1,132.0,ALIANZA PROGRESISTAS,4,2,150,ELECCIONES GENERALES 25/10/2015,644
2,133.0,ALIANZA COMPROMISO FEDERAL,4,4,150,ELECCIONES GENERALES 25/10/2015,644
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,80,80,150,ELECCIONES GENERALES 25/10/2015,644
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,8,9,150,ELECCIONES GENERALES 25/10/2015,644
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,84,66,150,ELECCIONES GENERALES 25/10/2015,644
6,,VOTOS EN BLANCO,0,18,150,ELECCIONES GENERALES 25/10/2015,644
7,,VOTOS NULOS,7,7,150,ELECCIONES GENERALES 25/10/2015,644
8,,VOTOS RECURRIDOS,0,0,150,ELECCIONES GENERALES 25/10/2015,644
9,,VOTOS IMPUGNADOS,0,0,150,ELECCIONES GENERALES 25/10/2015,644
10,,TOTALES,278,278,150,ELECCIONES GENERALES 25/10/2015,644
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,55,57,151,ELECCIONES GENERALES 25/10/2015,644
1,132.0,ALIANZA PROGRESISTAS,5,5,151,ELECCIONES GENERALES 25/10/2015,644
2,133.0,ALIANZA COMPROMISO FEDERAL,4,4,151,ELECCIONES GENERALES 25/10/2015,644
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,88,83,151,ELECCIONES GENERALES 25/10/2015,644
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,6,7,151,ELECCIONES GENERALES 25/10/2015,644
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,45,38,151,ELECCIONES GENERALES 25/10/2015,644
6,,VOTOS EN BLANCO,6,16,151,ELECCIONES GENERALES 25/10/2015,644
7,,VOTOS NULOS,2,1,151,ELECCIONES GENERALES 25/10/2015,644
8,,VOTOS RECURRIDOS,0,0,151,ELECCIONES GENERALES 25/10/2015,644
9,,VOTOS IMPUGNADOS,0,0,151,ELECCIONES GENERALES 25/10/2015,644
10,,TOTALES,211,211,151,ELECCIONES GENERALES 25/10/2015,644
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,58,55,152,ELECCIONES GENERALES 25/10/2015,645
1,132.0,ALIANZA PROGRESISTAS,5,4,152,ELECCIONES GENERALES 25/10/2015,645
2,133.0,ALIANZA COMPROMISO FEDERAL,2,2,152,ELECCIONES GENERALES 25/10/2015,645
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,54,54,152,ELECCIONES GENERALES 25/10/2015,645
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,3,2,152,ELECCIONES GENERALES 25/10/2015,645
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,51,44,152,ELECCIONES GENERALES 25/10/2015,645
6,,VOTOS EN BLANCO,8,20,152,ELECCIONES GENERALES 25/10/2015,645
7,,VOTOS NULOS,2,2,152,ELECCIONES GENERALES 25/10/2015,645
8,,VOTOS RECURRIDOS,0,0,152,ELECCIONES GENERALES 25/10/2015,645
9,,VOTOS IMPUGNADOS,0,0,152,ELECCIONES GENERALES 25/10/2015,645
10,,TOTALES,183,183,152,ELECCIONES GENERALES 25/10/2015,645
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,53,51,153,ELECCIONES GENERALES 25/10/2015,646
1,132.0,ALIANZA PROGRESISTAS,2,2,153,ELECCIONES GENERALES 25/10/2015,646
2,133.0,ALIANZA COMPROMISO FEDERAL,3,3,153,ELECCIONES GENERALES 25/10/2015,646
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,54,48,153,ELECCIONES GENERALES 25/10/2015,646
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,2,1,153,ELECCIONES GENERALES 25/10/2015,646
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,32,25,153,ELECCIONES GENERALES 25/10/2015,646
6,,VOTOS EN BLANCO,1,17,153,ELECCIONES GENERALES 25/10/2015,646
7,,VOTOS NULOS,0,0,153,ELECCIONES GENERALES 25/10/2015,646
8,,VOTOS RECURRIDOS,0,0,153,ELECCIONES GENERALES 25/10/2015,646
9,,VOTOS IMPUGNADOS,0,0,153,ELECCIONES GENERALES 25/10/2015,646
10,,TOTALES,147,147,153,ELECCIONES GENERALES 25/10/2015,646
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,42,43,154,ELECCIONES GENERALES 25/10/2015,646
1,132.0,ALIANZA PROGRESISTAS,3,1,154,ELECCIONES GENERALES 25/10/2015,646
2,133.0,ALIANZA COMPROMISO FEDERAL,3,3,154,ELECCIONES GENERALES 25/10/2015,646
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,61,60,154,ELECCIONES GENERALES 25/10/2015,646
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,2,2,154,ELECCIONES GENERALES 25/10/2015,646
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,36,26,154,ELECCIONES GENERALES 25/10/2015,646
6,,VOTOS EN BLANCO,5,17,154,ELECCIONES GENERALES 25/10/2015,646
7,,VOTOS NULOS,2,2,154,ELECCIONES GENERALES 25/10/2015,646
8,,VOTOS RECURRIDOS,0,0,154,ELECCIONES GENERALES 25/10/2015,646
9,,VOTOS IMPUGNADOS,0,0,154,ELECCIONES GENERALES 25/10/2015,646
10,,TOTALES,154,154,154,ELECCIONES GENERALES 25/10/2015,646
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,43,38,155,ELECCIONES GENERALES 25/10/2015,647
1,132.0,ALIANZA PROGRESISTAS,0,1,155,ELECCIONES GENERALES 25/10/2015,647
2,133.0,ALIANZA COMPROMISO FEDERAL,5,6,155,ELECCIONES GENERALES 25/10/2015,647
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,56,53,155,ELECCIONES GENERALES 25/10/2015,647
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,2,3,155,ELECCIONES GENERALES 25/10/2015,647
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,33,29,155,ELECCIONES GENERALES 25/10/2015,647
6,,VOTOS EN BLANCO,4,13,155,ELECCIONES GENERALES 25/10/2015,647
7,,VOTOS NULOS,0,0,155,ELECCIONES GENERALES 25/10/2015,647
8,,VOTOS RECURRIDOS,0,0,155,ELECCIONES GENERALES 25/10/2015,647
9,,VOTOS IMPUGNADOS,0,0,155,ELECCIONES GENERALES 25/10/2015,647
10,,TOTALES,143,143,155,ELECCIONES GENERALES 25/10/2015,647
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,79,83,156,ELECCIONES GENERALES 25/10/2015,648
1,132.0,ALIANZA PROGRESISTAS,2,2,156,ELECCIONES GENERALES 25/10/2015,648
2,133.0,ALIANZA COMPROMISO FEDERAL,5,5,156,ELECCIONES GENERALES 25/10/2015,648
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,59,60,156,ELECCIONES GENERALES 25/10/2015,648
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,1,1,156,ELECCIONES GENERALES 25/10/2015,648
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,33,28,156,ELECCIONES GENERALES 25/10/2015,648
6,,VOTOS EN BLANCO,7,7,156,ELECCIONES GENERALES 25/10/2015,648
7,,VOTOS NULOS,0,0,156,ELECCIONES GENERALES 25/10/2015,648
8,,VOTOS RECURRIDOS,1,1,156,ELECCIONES GENERALES 25/10/2015,648
9,,VOTOS IMPUGNADOS,0,0,156,ELECCIONES GENERALES 25/10/2015,648
10,,TOTALES,187,187,156,ELECCIONES GENERALES 25/10/2015,648
