,NRO,NRO.1,AGRUPACION POLITICA,SENADOR NACIONAL,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
2,508.0,,CAMBIEMOS BUENOS AIRES,130.0,131.0,131.0,134,128,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,16.0,15.0,15.0,15,128,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,14.0,16.0,15.0,14,128,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,3,128,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,0.0,0.0,0.0,0,128,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,128,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,128,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,12.0,13.0,15.0,15,128,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,293.0,293.0,293.0,293,128,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,29.0,30.0,30.0,27,129,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,101.0,99.0,99.0,98,129,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,109.0,112.0,112.0,111,129,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,15.0,15.0,15.0,15,129,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,5.0,5.0,5.0,6,129,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,7,129,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,5.0,5.0,5.0,5,129,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,129,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,129,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,8.0,6.0,6.0,3,129,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,272.0,272.0,272.0,272,129,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,26.0,24.0,24.0,24,130,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,91.0,91.0,90.0,89,130,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,140.0,140.0,141.0,140,130,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,14.0,14.0,15.0,15,130,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,10.0,11.0,10.0,10,130,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,6,130,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,2.0,2.0,2.0,2,130,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,130,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,130,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,9.0,10.0,10.0,6,130,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,292.0,292.0,292.0,292,130,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,33.0,31.0,32.0,25,131,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,98.0,97.0,97.0,102,131,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,127.0,128.0,126.0,128,131,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,16.0,18.0,18.0,18,131,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,11.0,11.0,11.0,11,131,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,2,131,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,2.0,2.0,2.0,2,131,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,131,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,131,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,2.0,2.0,3.0,1,131,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,289.0,289.0,289.0,289,131,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,30.0,30.0,30.0,24,132,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,98.0,98.0,98.0,102,132,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,122.0,121.0,121.0,123,132,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,19.0,17.0,17.0,15,132,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,14.0,15.0,14.0,14,132,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,4,132,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,1.0,1.0,1.0,1,132,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,132,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,132,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,6.0,8.0,9.0,7,132,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,290.0,290.0,290.0,290,132,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,22.0,23.0,23.0,22,133,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,68.0,66.0,66.0,70,133,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,162.0,162.0,164.0,162,133,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,22.0,22.0,21.0,19,133,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,11.0,12.0,13.0,13,133,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,3,133,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,4.0,4.0,3.0,4,133,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,133,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,133,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,6.0,6.0,5.0,2,133,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,295.0,295.0,295.0,295,133,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,27.0,28.0,27.0,26,134,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,103.0,101.0,101.0,105,134,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,117.0,116.0,117.0,109,134,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,20.0,16.0,15.0,17,134,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,10.0,10.0,10.0,11,134,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,3,134,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,4.0,3.0,3.0,4,134,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,134,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,134,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,8.0,15.0,16.0,14,134,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,289.0,289.0,289.0,289,134,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,35.0,31.0,28.0,26,135,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,109.0,107.0,108.0,108,135,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,117.0,120.0,121.0,120,135,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,12.0,11.0,10.0,11,135,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,10.0,10.0,10.0,10,135,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,6,135,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,3.0,3.0,3.0,3,135,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,135,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,135,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,4.0,8.0,10.0,6,135,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,290.0,290.0,290.0,290,135,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,36.0,35.0,35.0,27,136,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,110.0,108.0,108.0,111,136,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,112.0,112.0,111.0,114,136,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,15.0,15.0,15.0,14,136,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,15.0,14.0,14.0,15,136,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,5,136,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,0.0,0.0,0.0,0,136,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,136,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,136,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,4.0,8.0,9.0,6,136,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,292.0,292.0,292.0,292,136,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,40.0,38.0,36.0,32,137,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,77.0,74.0,74.0,79,137,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,134.0,137.0,137.0,141,137,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,12.0,11.0,11.0,9,137,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,16.0,16.0,16.0,14,137,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,6,137,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,0.0,0.0,0.0,0,137,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,137,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,137,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,5.0,8.0,10.0,3,137,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,284.0,284.0,284.0,284,137,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,25.0,22.0,23.0,19,138,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,102.0,100.0,100.0,107,138,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,121.0,122.0,121.0,120,138,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,19.0,19.0,18.0,19,138,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,13.0,13.0,13.0,10,138,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,5,138,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,2.0,2.0,2.0,2,138,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,138,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,138,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,7.0,11.0,12.0,7,138,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,289.0,289.0,289.0,289,138,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,33.0,31.0,30.0,26,139,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,81.0,81.0,82.0,86,139,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,111.0,110.0,113.0,120,139,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,18.0,17.0,15.0,13,139,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,14.0,15.0,16.0,12,139,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,2,139,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,9.0,9.0,9.0,9,139,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,139,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,139,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,4.0,7.0,5.0,2,139,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,270.0,270.0,270.0,270,139,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,39.0,39.0,39.0,32,140,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,90.0,87.0,88.0,91,140,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,135.0,136.0,136.0,137,140,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,17.0,16.0,14.0,13,140,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,7.0,10.0,10.0,9,140,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,2,140,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,4.0,4.0,4.0,4,140,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,140,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,140,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,2.0,2.0,3.0,6,140,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,294.0,294.0,294.0,294,140,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,28.0,26.0,24.0,20,141,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,94.0,92.0,93.0,95,141,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,111.0,114.0,116.0,115,141,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,23.0,19.0,18.0,19,141,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,17.0,16.0,16.0,15,141,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,4,141,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,11.0,11.0,11.0,11,141,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,141,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,141,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,2.0,8.0,8.0,7,141,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,286.0,286.0,286.0,286,141,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,42.0,42.0,42.0,34,142,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,80.0,79.0,80.0,87,142,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,125.0,125.0,123.0,129,142,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,11.0,9.0,9.0,9,142,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,16.0,17.0,16.0,15,142,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,4,142,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,1.0,1.0,1.0,1,142,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,142,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,142,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,7.0,9.0,11.0,3,142,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,282.0,282.0,282.0,282,142,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,17.0,16.0,16.0,14,143,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,47.0,46.0,46.0,48,143,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,81.0,81.0,79.0,78,143,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,13.0,11.0,11.0,11,143,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,3.0,3.0,3.0,4,143,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,6,143,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,1.0,1.0,1.0,1,143,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,143,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,1.0,1.0,1.0,1,143,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,3.0,7.0,9.0,3,143,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,166.0,166.0,166.0,166,143,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,26.0,27.0,27.0,30,144,ELECCIONES GENERALES 22/10/2017,643
1,503.0,,UNIDAD CIUDADANA,111.0,113.0,112.0,103,144,ELECCIONES GENERALES 22/10/2017,643
2,508.0,,CAMBIEMOS BUENOS AIRES,98.0,98.0,98.0,99,144,ELECCIONES GENERALES 22/10/2017,643
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,19.0,18.0,17.0,17,144,ELECCIONES GENERALES 22/10/2017,643
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,9.0,9.0,9.0,10,144,ELECCIONES GENERALES 22/10/2017,643
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,6,144,ELECCIONES GENERALES 22/10/2017,643
6,,,VOTOS NULOS,0.0,0.0,0.0,2,144,ELECCIONES GENERALES 22/10/2017,643
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,144,ELECCIONES GENERALES 22/10/2017,643
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,144,ELECCIONES GENERALES 22/10/2017,643
9,,,VOTOS EN BLANCO,7.0,5.0,7.0,3,144,ELECCIONES GENERALES 22/10/2017,643
10,,,TOTALES,270.0,270.0,270.0,270,144,ELECCIONES GENERALES 22/10/2017,643
0,501.0,,1PAIS,26.0,23.0,23.0,20,145,ELECCIONES GENERALES 22/10/2017,643
1,503.0,,UNIDAD CIUDADANA,115.0,114.0,112.0,114,145,ELECCIONES GENERALES 22/10/2017,643
2,508.0,,CAMBIEMOS BUENOS AIRES,106.0,106.0,106.0,105,145,ELECCIONES GENERALES 22/10/2017,643
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,18.0,17.0,17.0,17,145,ELECCIONES GENERALES 22/10/2017,643
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,9.0,9.0,9.0,10,145,ELECCIONES GENERALES 22/10/2017,643
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,5,145,ELECCIONES GENERALES 22/10/2017,643
6,,,VOTOS NULOS,3.0,3.0,3.0,5,145,ELECCIONES GENERALES 22/10/2017,643
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,145,ELECCIONES GENERALES 22/10/2017,643
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,145,ELECCIONES GENERALES 22/10/2017,643
9,,,VOTOS EN BLANCO,5.0,10.0,12.0,6,145,ELECCIONES GENERALES 22/10/2017,643
10,,,TOTALES,282.0,282.0,282.0,282,145,ELECCIONES GENERALES 22/10/2017,643
0,501.0,,1PAIS,34.0,33.0,32.0,31,146,ELECCIONES GENERALES 22/10/2017,643
1,503.0,,UNIDAD CIUDADANA,116.0,116.0,116.0,118,146,ELECCIONES GENERALES 22/10/2017,643
2,508.0,,CAMBIEMOS BUENOS AIRES,97.0,96.0,97.0,98,146,ELECCIONES GENERALES 22/10/2017,643
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,16.0,16.0,15.0,15,146,ELECCIONES GENERALES 22/10/2017,643
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,8.0,9.0,9.0,7,146,ELECCIONES GENERALES 22/10/2017,643
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,6,146,ELECCIONES GENERALES 22/10/2017,643
6,,,VOTOS NULOS,0.0,0.0,0.0,0,146,ELECCIONES GENERALES 22/10/2017,643
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,146,ELECCIONES GENERALES 22/10/2017,643
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,146,ELECCIONES GENERALES 22/10/2017,643
9,,,VOTOS EN BLANCO,20.0,21.0,22.0,16,146,ELECCIONES GENERALES 22/10/2017,643
10,,,TOTALES,291.0,291.0,291.0,291,146,ELECCIONES GENERALES 22/10/2017,643
0,501.0,,1PAIS,20.0,20.0,19.0,20,147,ELECCIONES GENERALES 22/10/2017,643
1,503.0,,UNIDAD CIUDADANA,117.0,113.0,115.0,117,147,ELECCIONES GENERALES 22/10/2017,643
2,508.0,,CAMBIEMOS BUENOS AIRES,97.0,97.0,97.0,90,147,ELECCIONES GENERALES 22/10/2017,643
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,21.0,21.0,21.0,24,147,ELECCIONES GENERALES 22/10/2017,643
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,20.0,20.0,19.0,17,147,ELECCIONES GENERALES 22/10/2017,643
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,4,147,ELECCIONES GENERALES 22/10/2017,643
6,,,VOTOS NULOS,1.0,1.0,1.0,1,147,ELECCIONES GENERALES 22/10/2017,643
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,147,ELECCIONES GENERALES 22/10/2017,643
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,147,ELECCIONES GENERALES 22/10/2017,643
9,,,VOTOS EN BLANCO,4.0,8.0,8.0,7,147,ELECCIONES GENERALES 22/10/2017,643
10,,,TOTALES,280.0,280.0,280.0,280,147,ELECCIONES GENERALES 22/10/2017,643
0,501.0,,1PAIS,10.0,8.0,8.0,8,148,ELECCIONES GENERALES 22/10/2017,643
1,503.0,,UNIDAD CIUDADANA,65.0,63.0,63.0,65,148,ELECCIONES GENERALES 22/10/2017,643
2,508.0,,CAMBIEMOS BUENOS AIRES,41.0,42.0,42.0,40,148,ELECCIONES GENERALES 22/10/2017,643
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,17.0,17.0,16.0,15,148,ELECCIONES GENERALES 22/10/2017,643
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,11.0,12.0,12.0,13,148,ELECCIONES GENERALES 22/10/2017,643
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,0,148,ELECCIONES GENERALES 22/10/2017,643
6,,,VOTOS NULOS,0.0,0.0,0.0,0,148,ELECCIONES GENERALES 22/10/2017,643
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,148,ELECCIONES GENERALES 22/10/2017,643
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,148,ELECCIONES GENERALES 22/10/2017,643
9,,,VOTOS EN BLANCO,2.0,4.0,5.0,5,148,ELECCIONES GENERALES 22/10/2017,643
10,,,TOTALES,146.0,146.0,146.0,146,148,ELECCIONES GENERALES 22/10/2017,643
0,501.0,,1PAIS,20.0,20.0,20.0,22,149,ELECCIONES GENERALES 22/10/2017,643
1,503.0,,UNIDAD CIUDADANA,63.0,58.0,57.0,59,149,ELECCIONES GENERALES 22/10/2017,643
2,508.0,,CAMBIEMOS BUENOS AIRES,50.0,51.0,51.0,50,149,ELECCIONES GENERALES 22/10/2017,643
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,9.0,7.0,7.0,8,149,ELECCIONES GENERALES 22/10/2017,643
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,4.0,4.0,4.0,3,149,ELECCIONES GENERALES 22/10/2017,643
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,3,149,ELECCIONES GENERALES 22/10/2017,643
